Unnamed: 0,question,answer,파일명,result
1,자산운용 관련 제도 정비를 통해 보험금청구권 신탁이 허용되는게 언제부터였지?,유가족 재산관리가 용이하도록 해 주는 보험금청구권 신탁 허용은 11.12.부터 시작됩니다,241111(보도자료) 유가족 재산관리가 용이하도록 보험금청구권 신탁이 허용됩니다.hwp,보험금청구권 신탁이 허용되는 것은 2024년 11월 12일부터입니다. 이는 자산운용 관련 제도 정비를 위한 자본시장법 시행령 및 금융투자업규정 개정안이 시행됨에 따라 이루어진 것입니다. (출처: 241111(보도자료) 유가족 재산관리가 용이하도록 보험금청구권 신탁이 허용됩니다..txt)
2,금감원 지자체 금융권이 공동으로 참여한 설명회는 어느 나라에서 진행되었지?,금감원 지자체 금융권이 공동으로 참여한 투자설명회는 홍콩에서 개최되었습니다.,241111 금융권 공동 해외 IR 참석 및 동아시아 3개국 금융감독기구 최고위급 면담.pdf,"금감원, 지자체, 금융권이 공동으로 참여한 설명회는 홍콩에서 진행되었습니다. 이 설명회는 'INVEST K-FINANCE: HONG KONG IR 2024'라는 제목으로, 한국 자본시장 선진화 및 금융산업의 글로벌화를 위해 개최되었습니다. (출처: 241111 금융권 공동 해외 IR 참석 및 동아시아 3개국 금융감독기구 최고위급 면담.txt)"
3,미 대선 및 FOMC 결과에 대응하기 위한 회의가 있었는데?,금융감독원은 美 대선 및 FOMC 결과와 관련하여 11.8일(금) 오전 이복현 원장 주재로 금융상황 점검회의를 개최하였습니다.,241111 (보도참고) 배포시_금감원 금융상황 점검회의 개최.pdf,"미국 대선 및 FOMC 결과에 대응하기 위한 회의가 개최되었습니다. 2024년 8월 1일, 최상목 부총리 겸 기획재정부장관 주재로 거시경제금융회의가 열렸으며, 이 회의에서는 7월 FOMC에서의 금리 동결 결정(금리 상단 5.5%)에 따른 국내외 금융 및 외환 시장의 영향을 점검하고 대응 방향을 논의했습니다. 참석자에는 한국은행 총재 이창용, 금융위원회 위원장 김병환, 금융감독원 원장 이복현 등이 포함되었습니다. 또한, 중동의 지정학적 불안과 미국 대선 등 불확실성이 높은 상황에서 관계기관의 지속적인 공조와 대응이 강조되었습니다 (출처: 240801(보도자료) 금융시장 안정을 위해 관계기관 공조 강화.txt)."
4,25사업연도부터 달라지는 통제활동 공시에는 뭐가 있을까?,25사업연도부터 상장회사와 대형 비상장회사는 내부회계관리제도 운영실태보고서에 횡령 등 자금 부정을 예방 적발하기 위한 통제활동을 기재하여야 합니다.,241111 (보도자료) 석간_횡령 등 자금 부정을 예방적발하기 위한 통제활동.pdf,"2025 사업연도부터 달라지는 통제활동 공시는 상장회사와 대형 비상장회사가 '내부회계관리제도 운영실태보고서'에 '횡령 등 자금 부정을 예방·적발하기 위한 통제 활동'을 기재해야 한다는 것입니다. 2024 사업연도에는 선택적으로 적용할 수 있지만, 2025년부터는 의무적으로 적용됩니다. 이 공시는 자금 부정을 방지하기 위한 통제 활동과 점검 결과를 구체적으로 공시하게 되어 기업의 책임 의식이 높아지고, 내부회계관리제도가 보다 내실 있게 운영될 것으로 기대됩니다. 소규모 상장회사 등은 1년간 유예가 적용됩니다. (출처: 241111 (보도자료) 석간_횡령 등 자금 부정을 예방적발하기 위한 통제활동.txt)"
5,IFRS17 관련 보험개혁회의에서 IFRS17 도입 관련 문제점으로 지적된 평가내용이 있었나?,회의 참석자들은 IFRS17 도입으로 금리변동에 따른 보험부채 영향이 커진 가운데 지난 2년간 변동성 확대가 경영상 어려움으로 작용하였다고 평가하였습니다.,241111 (보도자료) 1500_ 「금리 하락기 IFRS17 안정화 및 리스크관리」 간담회 개최.pdf,"IFRS17 도입과 관련하여 보험개혁회의에서 지적된 문제점은 여러 가지가 있습니다. 참석자들은 IFRS17의 도입으로 인해 금리 변동에 따른 보험부채의 영향이 커졌으며, 지난 2년간의 변동성이 경영상의 어려움으로 작용했다고 평가했습니다. 특히, 금융감독원은 과거 금리 변동기마다 보험업계의 재무건전성이 악화되는 현상이 반복되었음에도 불구하고 시장 리스크 관리가 여전히 미흡하다는 점에 아쉬움을 표명했습니다 (출처: 241111 (보도자료) 1500_ 「금리 하락기 IFRS17 안정화 및 리스크관리」 간담회 개최.txt).

또한, IFRS17의 계리가정이 자의적일 경우 '고무줄 회계이익'이라는 비판이 제기되며, 이는 보험회사가 단기적으로 손익에 드러나지 않지만 미래에 위험이 이연되고 누적된 위험으로 인해 건전성이 갑자기 저하될 우려가 있다는 점이 강조되었습니다 (출처: 241106(보도자료) 합리적인 계리가정과 단계적 할인율 조정.txt). 이러한 문제들은 보험회사의 부실이나 장래 보험료 급증을 유발할 수 있는 요인으로 작용할 수 있습니다."
6,11월 11일 여의도 오투타워에서 있었던 간담회 주제가 뭐였지?,"11월 11일 여의도 오투타워(서울핀테크랩)에서 개최된 간담회는 ’24년 제11회 「찾아가는 금융규제 샌드박스」 간담회이며, 금융위원회와 금융감독원, 한국핀테크지원센터가 블록체인 관련 기업들을 대상으로 개최하였습니다.",241111 (보도자료) 24년 제11회 찾아가는 금융규제 샌드박스 간담회.hwp,"11월 11일 여의도 오투타워에서 있었던 간담회의 주제는 ""신뢰회복""과 ""혁신""을 위한 보험개혁회의로, 보험산업의 현안 이슈와 국민 체감형 보험상품 개선을 우선적으로 추진하는 내용이 논의되었습니다. 이 회의에서는 자동차보험 비교·추천 서비스, 전통시장의 화재보험 공동인수, 장기요양실손보험의 보상범위 정립 등 다양한 과제가 다루어졌습니다. (출처: 240925(보도자료) 「신뢰회복」과 「혁신」을 위한 3차 「보험개혁회의」 개최.txt)"
7,24.10월중 전금융권 가계대출 증가액이 얼마였지?,24.10월중 全금융권 가계대출은 총 +6.6조원 증가하여 전월(+5.3조원) 대비 증가폭이 확대되었습니다.,241111 (보도자료) 10월 가계대출 동향(잠정) 및 가계부채 점검회의 개최.hwp,"2024년 10월 중 전 금융권 가계대출은 총 +6.6조원 증가하였으며, 이는 전월(+5.3조원) 대비 증가폭이 확대된 것입니다. (출처: 241111 (보도자료) 10월 가계대출 동향(잠정) 및 가계부채 점검회의 개최.txt)"
8,24.10월 기준 외국인이 보유한 상장주식과 상장채권은 총 얼마였지?,"’24.10월말 현재 외국인은 상장주식 728.9조원(시가총액의 27.7%), 상장채권 268.9조원(상장잔액의 10.5%) 등 총 997.8조원의 상장증권을 보유하고 있습니다.",241108 (보도자료) 석간_2024년 10월 외국인 증권투자 동향(수정).hwp,"2024년 10월 기준 외국인이 보유한 상장주식은 852.7조원, 상장채권은 241.6조원으로, 총 보유액은 1,094.3조원입니다. (출처: 240812 (보도자료) 석간_2024년 7월 외국인 증권투자 동향_.txt, 241011 석간 (보도자료) 2024년 9월 외국인 증권투자 동향.txt)"
9,금융감독원장이 중소기업과 소통하기 위해 24.11월에 개최한 회의는 어디에서 진행되었지?,"’24.11.7.(목) 금융감독원 이복현 원장이 김기문 중소기업중앙회장, 금융권 및 중소기업 관계자와 함께 진행한 현장 간담회는 중소기업중앙회에서 개최되었습니다.","241107 금융감독원장, 중소기업과 소통 및 협력 강화를 위한 간담회 실시.hwp","금융감독원장이 중소기업과 소통하기 위해 2024년 11월 7일에 개최한 회의는 중소기업중앙회에서 진행되었습니다. (출처: 241107 금융감독원장, 중소기업과 소통 및 협력 강화를 위한 간담회 실시.txt)"
10,"금융꿀팁 156번째가 퇴직연금 관련이었는데, 무슨 내용이었지?","156번째 금융꿀팁은 퇴직연금 실물이전 서비스 신청과 관련한 내용으로, 가입자 유의사항에 대해 알기 쉽게 안내하였습니다.",241107 (보도참고) [금융꿀팁 156] 퇴직연금 실물이전 신청시 유의사항 안내.pdf,"금융꿀팁 156번째는 퇴직연금 이동과 관련된 내용으로, 자금시장 내 불안요인을 면밀히 모니터링하고 철저히 관리해야 한다는 점을 강조하고 있습니다. 특히, 연말 자금수요와 기업 및 금융사의 신용등급 변화, 퇴직연금 이동 등이 자금시장에 미치는 영향을 주의 깊게 살펴보아야 한다고 언급하고 있습니다. (출처: 241111 (보도참고) 배포시_금감원 금융상황 점검회의 개최.txt)"
11,24.6월말 기준 금융복합기업집단의 자본적정성 비율이 어느정도였지?,"’24.6월말 금융복합기업집단의 자본적정성 비율은 184.3%로 전년말(193.7%)
대비 9.4%p 하락하였습니다.",241107 (보도자료) 석간_24.6월말 금융복합기업집단 자본적정성 비율.pdf,"2024년 6월 말 기준 금융복합기업집단의 자본적정성 비율은 184.3%로, 전년말의 193.7%에 비해 9.4%p 하락했습니다. 이 비율은 금융복합기업집단법상 규제비율인 100%를 상회하고 있습니다. (출처: 241107 (보도자료) 석간_24.6월말 금융복합기업집단 자본적정성 비율.txt)"
12,카카오모빌리티가 증선위에서 왜 조치를 받은거였지?,"증선위는 재무제표의 영업수익과 영업비용을 과대계상한 ㈜카카오모빌리티(이하 ‘회사’)에 대해, “직무상 주의의무를 현저히 결한 중대한 회계처리기준 위반”이 있다고 보아 중징계를 결정하였습니다.","241106(보도참고) 증선위, ㈜카카오모빌리티 회계처리기준 위반에 대하여 중징계 조치.hwp","카카오모빌리티는 증권선물위원회(증선위)에서 회계처리기준을 위반한 이유로 중징계를 받았습니다. 구체적으로, 카카오모빌리티는 업무제휴계약 수수료를 영업수익에서 차감해야 함에도 불구하고 이를 차감하지 않아 영업수익과 영업비용을 과대계상한 것으로 지적되었습니다. 이로 인해 회사와 대표이사, 전 재무담당임원에게 총 41.4억원의 과징금이 부과되었고, 전 재무담당임원에 대해서는 해임 권고 및 6개월의 직무정지가 결정되었습니다. 또한, 감사인 지정 기간이 2년으로 설정되었습니다 (출처: 241106(보도참고) 증선위, ㈜카카오모빌리티 회계처리기준 위반에 대하여 중징계 조치.txt)."
13,위메프 티몬 사태 관련 관계부처 TF 3차 회의는 언제 어디서 진행됐었지?,위메프 티몬 사태 관련 관계부처 TF 3차 회의는 24.8.23.(금) 정부서울청사에서 진행되었습니다.,"위메프 티몬 사태 미정산 피해 현황점검, e커머스 제도개선 방안 조만간 마련.pdf","위메프·티몬 사태 관련 관계부처 TF 3차 회의는 2024년 8월 23일(금) 15:40부터 17:00까지 정부서울청사에서 진행되었습니다. (출처: 위메프 티몬 사태 미정산 피해 현황점검, e커머스 제도개선 방안 조만간 마련.txt)"
14,"보험부채 할인율 현실화 방안 문서에서, 보험 할인율은 어떻게 계산하고 있지?",할인율은 실무적으로 국고채 수익률을 토대로 산출한 무위험 금리기간구조에 유동성프리미엄을 가산하여 산출합니다.,241106[별첨1] 보험부채 할인율 현실화 연착륙 방안.pdf,"보험부채 할인율은 보험계약의 장래 현금 유출입을 추정하고 이를 현재 시점으로 할인하여 시가 평가하는 방식으로 계산됩니다. 이 과정에서 할인율은 단일한 수치가 아닌 시점별 수익률 곡선으로 설정되며, 실무적으로는 국고채 수익률을 기반으로 한 무위험 금리 기간 구조에 유동성 프리미엄을 가산하여 산출됩니다. 또한, 금융감독원은 매년 할인율 운영 자문위원회를 통해 차년도 할인율 적용 기준을 마련하고 있으며, 할인율의 단계적 현실화 방안이 시행되고 있습니다 (출처: 241106[별첨1] 보험부채 할인율 현실화 연착륙 방안.txt)."
15,"대부업계 개인채무자보호법 준비실태 사전 현장점검 결과에 따르면, 개인채무자보호법은 언제 시행되지?",개인채무자보호법은 24.10.17. 시행됩니다.,241106 대부업계 「개인채무자보호법」 준비실태 사전 현장점검 결과.pdf,"개인채무자보호법은 2024년 10월 17일부터 시행됩니다. 이 법은 2024년 1월에 제정되었으며, 시행을 앞두고 여러 준비가 진행되고 있습니다 (출처: 241007 [별첨] 「개인채무자보호법」시행 점검회의 모두발언.txt, 241016 대출을 갚기 어려운 개인채무자의 상환 및 독촉 부담을 완화.txt)."
16,카드사 유료 부가상품 관련 원스톱 서비스가 뭐지?,카드사 원스톱 서비스란 모바일 앱에서 유료 부가상품 가입 내역을 통합 조회하고 간편하게 해지할 수 있는 서비스를 말합니다.,241106 내가 가입한 카드사 유료 부가상품 이제 모바일에서 쉽고 편리하게 관리하세요!.pdf,"카드사 유료 부가상품 관련 원스톱 서비스는 소비자들이 자신이 가입한 유료 부가상품의 내역을 모바일 앱에서 통합적으로 조회하고, 원하지 않는 상품은 간편하게 해지할 수 있는 기능을 제공합니다. 이 서비스는 카드사 모바일 앱에서 제공되며, 소비자들이 유료 부가상품의 현황을 한눈에 파악하고 불필요한 상품을 쉽게 해지할 수 있도록 돕습니다. 이전에는 이러한 서비스가 마련되어 있지 않아 소비자들이 여러 메뉴를 번갈아 가며 확인해야 하는 불편함이 있었으나, 이제는 이러한 불편을 해소하기 위한 개선이 이루어지고 있습니다 (출처: 241106 내가 가입한 카드사 유료 부가상품 이제 모바일에서 쉽고 편리하게 관리하세요!.txt)."
17,"24년 11월에 있었던 옴부즈만 위촉 관련, 이번 옴부즈만은 몇기야?",금융감독원은 24.11.4. 외부전문가 5명을 제7기 옴부즈만으로 위촉하였습니다.,241106 (보도참고) 배포시_금융감독원은 제7기 옴부즈만을 신규로 위촉하였습니다.pdf,이번 옴부즈만은 제 3기입니다. (출처: 240910 (보도자료) 조간_추석 명절 전후 민생침해 금융범죄 피해예방을 집중 홍보.txt)
18,보험사기로 인해 형사처벌을 받는 경우 형량이 어느정도인지?,보험사기방지특별법상 10년 이하의 징역 또는 5천만원 이하의 벌금을 받게 됩니다.,241104 금융감독원과 부산남부경찰서가 공조 보험사기 적발.pdf,"보험사기로 인해 형사처벌을 받는 경우, 형량은 보험사기방지특별법에 따라 10년 이하의 징역형 또는 5천만원 이하의 벌금에 처해질 수 있습니다. 이는 보험사기를 주도한 병원 및 브로커뿐만 아니라, 이들의 제안에 동조하거나 가담한 환자들도 포함됩니다. 따라서 보험계약자들은 보험사기에 연루되지 않도록 주의해야 합니다 (출처: 241104 금융감독원과 부산남부경찰서가 공조 보험사기 적발.txt)."
19,경영인정기보험은 누구를 대상으로 가입하는 보험인가?,경영인정기보험은 중소기업이 경영진의 유고 등에 대비하기 위해 대표이사 등을 피보험자로 하여 가입하는 보장성 보험입니다.,241101 경영인정기보험 관련 불건전 영업행위를 지속 점검하겠습니다.pdf,"경영인정기보험은 주로 중소기업을 대상으로 가입하는 보험입니다. 이 보험은 중소기업의 경영진, 즉 대표이사(CEO) 등을 피보험자로 하여 경영진의 유고 등에 대비하기 위해 설계된 보장성 보험입니다. 그러나 최근에는 본래의 목적보다 높은 환급률이나 절세 효과를 강조하며 판매되는 경우도 많아지고 있습니다 (출처: 241101 경영인정기보험 관련 불건전 영업행위를 지속 점검하겠습니다.txt)."
20,24년도 3분기 등록 ABS 발행실적이 얼마인지?,24년 3분기 등록 ABS 발행금액은 10.7조원입니다.,241030 (보도자료) 석간_24년 3분기 등록 ABS 발행 실적.pdf,"2024년 3분기 등록 ABS 발행금액은 10.7조원으로, 전년 동기 대비 6.9조원(39.3%↓) 감소하였습니다. (출처: 241030 (보도자료) 석간_24년 3분기 등록 ABS 발행 실적.txt)"
